≥Ø¬•,∆¿,ªÛ¥Î∆¿,»®∆¿,≈∏ºÆ,≈∏ºˆ,≈∏¡°,µÊ¡°,æ»≈∏,»®∑±,µµ∑Á,µµΩ«,»Ò∫Ò,∫º≥›,ªÔ¡¯,∫¥ªÏ,¿‹∑Á¿≤,√‚∑Á¿≤,≈∏¿≤,Ω¬∆–
20170920,HT,SK,B,36,31,3,3,8,1,2,0,0,3,2,3,12,0.342857143,0.258064516,0
20170921,LG,SS,T,38,34,4,4,8,2,0,1,0,4,10,0,9,0.315789474,0.235294118,0
20170921,SS,LG,B,40,37,8,8,15,2,0,1,0,2,5,1,20,0.45,0.405405405,1
20170921,NE,KT,T,41,36,5,5,13,1,4,0,1,2,4,2,19,0.4,0.361111111,1
20170921,KT,NE,B,33,33,3,3,6,2,0,0,0,0,7,0,7,0.181818182,0.181818182,0
20170922,LG,SS,T,45,40,7,8,14,2,0,0,0,4,8,1,23,0.409090909,0.35,1
20170922,SS,LG,B,43,37,4,4,11,0,0,0,0,4,5,1,24,0.365853659,0.297297297,0
20170922,LT,HH,T,36,35,2,2,11,0,0,0,0,0,4,1,12,0.314285714,0.314285714,1
20170922,HH,LT,B,29,29,0,0,2,0,2,0,0,0,11,0,4,0.0689655172,0.0689655172,0
20170922,OB,HT,T,43,39,6,6,12,2,0,0,0,4,6,0,20,0.372093023,0.307692308,1
20170922,HT,OB,B,34,31,0,0,6,0,0,0,0,3,6,1,14,0.264705882,0.193548387,0
20170923,KT,HT,T,32,32,3,3,7,1,0,0,0,0,7,1,4,0.21875,0.21875,0
20170923,HT,KT,B,43,38,8,8,14,5,2,0,0,4,6,0,21,0.428571429,0.368421053,1
20170923,LG,NC,T,47,37,11,11,16,3,0,2,1,5,7,1,18,0.52173913,0.432432432,1
20170923,NC,LG,B,43,40,9,9,13,2,2,0,0,3,7,1,12,0.372093023,0.325,0
20170923,NE,LT,T,35,35,2,2,9,2,0,1,0,0,5,0,16,0.257142857,0.257142857,0
20170923,LT,NE,B,38,33,6,7,11,0,0,0,2,1,2,0,13,0.368421053,0.333333333,1
20170923,SS,HH,T,46,40,7,7,12,2,0,0,1,4,9,0,17,0.355555556,0.3,0
20170923,HH,SS,B,49,39,7,8,12,0,0,0,0,7,10,0,25,0.413043478,0.307692308,1
20170924,HH,HT,T,38,37,4,5,12,1,0,0,0,1,3,2,14,0.342105263,0.324324324,1
20170924,HT,HH,B,35,32,0,0,7,0,0,0,0,2,9,1,19,0.264705882,0.21875,0
20170924,KT,OB,T,40,36,4,4,11,1,0,1,0,4,7,1,16,0.375,0.305555556,0
20170924,OB,KT,B,38,33,5,6,11,0,6,0,1,4,4,1,17,0.394736842,0.333333333,1
20170924,LG,NC,T,34,30,3,3,5,1,0,0,0,3,8,1,9,0.242424242,0.166666667,0
20170924,NC,LG,B,32,29,4,4,6,1,0,0,0,3,8,1,8,0.28125,0.206896552,1
20170926,HH,LT,T,42,36,8,8,10,2,0,0,1,4,11,0,17,0.357142857,0.277777778,0
20170926,LT,HH,B,44,35,10,11,14,2,2,0,0,7,7,1,22,0.511627907,0.4,1
20170926,LG,HT,T,31,31,0,0,5,0,0,1,0,0,6,0,10,0.161290323,0.161290323,0
20170926,HT,LG,B,38,30,6,6,10,2,0,0,1,5,5,1,14,0.432432432,0.333333333,1
20170927,NC,SS,T,50,43,9,11,16,4,2,0,0,6,6,1,31,0.448979592,0.372093023,1
20170927,SS,NC,B,35,32,1,1,5,1,2,0,0,3,8,0,10,0.228571429,0.15625,0
20170927,OB,KT,T,39,35,2,2,9,0,0,1,0,3,7,0,16,0.333333333,0.257142857,0
20170927,KT,OB,B,30,27,3,3,5,0,0,0,0,2,9,2,11,0.266666667,0.185185185,1
20170928,HT,HH,T,39,33,6,7,7,0,0,0,0,4,6,0,10,0.297297297,0.212121212,1
20170928,HH,HT,B,39,35,4,4,8,0,2,0,1,2,3,1,16,0.263157895,0.228571429,0
20170928,LG,KT,T,52,42,15,15,18,3,0,1,2,8,8,1,24,0.5,0.428571429,1
20170928,KT,LG,B,36,34,6,6,12,2,0,1,1,1,9,2,12,0.361111111,0.352941176,0
20170929,HT,HH,T,44,40,7,7,16,0,0,0,1,2,3,1,20,0.418604651,0.4,1
20170929,HH,HT,B,36,34,2,2,8,2,0,0,0,1,10,1,13,0.277777778,0.235294118,0
20170929,LT,SK,T,41,39,5,7,15,0,0,0,0,1,8,3,18,0.414634146,0.384615385,1
20170929,SK,LT,B,33,29,2,2,6,2,0,2,0,2,9,1,7,0.28125,0.206896552,0
20170929,NE,NC,T,42,40,4,4,13,1,0,1,0,2,6,0,21,0.357142857,0.325,0
20170929,NC,NE,B,42,37,7,8,12,2,2,0,0,5,9,0,21,0.404761905,0.324324324,1
20170929,OB,LG,T,41,35,5,5,12,0,0,1,0,5,12,1,19,0.425,0.342857143,1
20170929,LG,OB,B,36,31,3,3,5,0,0,0,1,3,3,0,7,0.25,0.161290323,0
20170930,NE,NC,T,35,34,4,4,9,1,0,0,0,1,7,1,9,0.285714286,0.264705882,0
20170930,NC,NE,B,44,40,9,11,15,1,0,0,0,1,6,0,18,0.431818182,0.375,1
20170930,SK,HH,T,35,33,3,4,6,1,0,0,0,0,8,0,11,0.205882353,0.181818182,1
20170930,HH,SK,B,37,32,0,1,8,0,0,0,0,4,9,3,17,0.351351351,0.25,0
20170930,SS,LG,T,34,30,3,3,5,0,0,0,1,0,6,1,10,0.1875,0.166666667,0
20170930,LG,SS,B,38,33,4,4,9,1,0,1,1,4,6,0,15,0.342105263,0.272727273,1
20171001,HT,KT,T,35,31,2,2,6,0,0,0,0,4,6,2,14,0.285714286,0.193548387,0
20171001,KT,HT,B,52,48,20,20,25,3,2,0,0,2,8,1,24,0.557692308,0.520833333,1
20171001,OB,HH,T,43,35,6,6,10,2,0,0,0,5,6,1,17,0.404761905,0.285714286,1
20171001,HH,OB,B,39,35,4,4,9,2,0,0,1,3,4,0,13,0.307692308,0.257142857,0
20171001,SS,LG,T,42,35,10,10,10,0,0,0,1,6,7,1,16,0.380952381,0.285714286,1
20171001,LG,SS,B,38,36,3,3,10,0,0,0,1,0,8,0,12,0.289473684,0.277777778,0
20171002,HT,KT,T,38,35,5,5,8,2,0,0,0,1,8,0,10,0.27027027,0.228571429,1
20171002,KT,HT,B,41,39,1,3,9,0,0,0,0,2,8,0,25,0.268292683,0.230769231,0
20171003,HT,KT,T,46,37,10,10,13,2,4,0,1,7,5,0,18,0.444444444,0.351351351,1
20171003,KT,HT,B,39,37,2,2,12,1,0,0,1,1,9,1,18,0.333333333,0.324324324,0
20171003,LG,LT,T,36,33,2,2,6,1,0,0,0,3,9,0,16,0.25,0.181818182,0
20171003,LT,LG,B,32,28,3,4,6,0,0,0,0,2,4,0,12,0.266666667,0.214285714,1
20171003,NC,HH,T,54,48,8,8,16,1,2,1,0,4,8,1,18,0.407407407,0.333333333,0.5
20171003,HH,NC,B,55,52,8,8,15,2,0,0,0,3,6,0,23,0.327272727,0.288461538,0.5
20171003,NE,SS,T,45,41,8,9,15,3,0,0,0,4,12,1,20,0.422222222,0.365853659,0
20171003,SS,NE,B,41,37,10,10,12,2,0,0,0,4,5,0,18,0.390243902,0.324324324,1
20171003,SK,OB,T,38,35,3,3,8,0,2,0,0,3,8,0,16,0.289473684,0.228571429,1
20171003,OB,SK,B,36,31,2,2,6,1,0,0,0,3,5,1,15,0.285714286,0.193548387,0
20171005,SK,NC,T,38,30,5,5,6,2,0,0,1,5,3,1,9,0.324324324,0.2,0
20171005,NC,SK,B,44,33,9,10,13,2,2,0,2,8,8,0,15,0.488372093,0.393939394,1
20171008,NC,LT,T,51,42,7,9,10,1,8,0,0,7,14,1,21,0.346938776,0.238095238,1
20171008,LT,NC,B,45,42,2,2,9,1,2,0,0,2,8,0,20,0.266666667,0.214285714,0
20171009,NC,LT,T,37,33,0,0,7,0,0,0,0,2,5,0,19,0.277777778,0.212121212,0
20171009,LT,NC,B,32,27,0,1,3,0,2,0,0,5,5,1,12,0.25,0.111111111,1
20171011,LT,NC,T,46,39,6,6,12,1,0,0,0,5,9,0,27,0.413043478,0.307692308,0
20171011,NC,LT,B,43,37,13,13,13,5,0,0,0,6,10,0,6,0.441860465,0.351351351,1
20171013,LT,NC,T,36,35,7,7,10,4,0,2,0,0,3,0,7,0.305555556,0.285714286,1
20171013,NC,LT,B,34,33,1,1,6,0,2,0,0,0,11,0,9,0.205882353,0.181818182,0
20171015,NC,LT,T,51,40,9,9,15,0,0,0,1,8,7,1,25,0.48,0.375,1
20171015,LT,NC,B,38,35,0,0,8,0,0,0,0,3,9,0,19,0.289473684,0.228571429,0
20171017,NC,OB,T,50,43,13,13,17,1,2,1,0,5,14,0,20,0.469387755,0.395348837,1
20171017,OB,NC,B,37,32,5,5,9,1,0,0,0,4,11,2,17,0.361111111,0.28125,0
20171018,NC,OB,T,40,38,7,7,11,4,0,0,0,2,7,1,14,0.325,0.289473684,0
20171018,OB,NC,B,48,39,17,17,15,4,4,0,1,5,6,0,17,0.479166667,0.384615385,1
20171020,OB,NC,T,49,38,13,14,13,2,4,0,0,8,9,2,21,0.489795918,0.342105263,1
20171020,NC,OB,B,38,33,3,3,9,0,0,0,1,4,7,1,15,0.342105263,0.272727273,0
20171021,OB,NC,T,52,43,14,14,17,5,4,0,0,6,7,0,21,0.490196078,0.395348837,1
20171021,NC,OB,B,40,36,5,5,12,1,0,0,1,2,5,2,17,0.375,0.333333333,0
20171025,OB,HT,T,40,34,5,5,7,2,0,0,0,4,7,0,16,0.307692308,0.205882353,1
20171025,HT,OB,B,37,33,3,3,6,1,2,0,0,3,6,1,14,0.27027027,0.181818182,0
20171026,OB,HT,T,33,29,0,0,4,0,0,0,0,2,11,0,12,0.193548387,0.137931034,0
20171026,HT,OB,B,32,25,0,1,5,0,2,0,0,6,4,2,15,0.35483871,0.2,1
20171028,HT,OB,T,37,31,6,6,9,1,0,1,0,3,3,1,11,0.352941176,0.290322581,1
20171028,OB,HT,B,36,32,3,3,7,1,0,0,1,2,5,0,12,0.257142857,0.21875,0
20171029,HT,OB,T,39,35,4,5,9,0,2,0,0,1,6,1,18,0.277777778,0.257142857,1
20171029,OB,HT,B,41,36,1,1,9,0,0,0,0,5,8,0,27,0.341463415,0.25,0
20171030,HT,OB,T,43,35,7,7,10,1,0,1,0,4,7,0,15,0.390243902,0.285714286,1
20171030,OB,HT,B,45,37,6,6,11,0,0,0,0,6,9,1,30,0.409090909,0.297297297,0
20180324,HH,NE,T,38,37,2,3,13,0,2,0,0,1,9,0,16,0.368421053,0.351351351,0
20180324,NE,HH,B,41,37,5,6,12,1,4,0,0,4,10,0,26,0.390243902,0.324324324,1
20180324,KT,HT,T,38,37,5,5,11,3,0,0,0,1,9,0,11,0.315789474,0.297297297,1
20180324,HT,KT,B,43,36,4,4,12,0,0,0,1,2,8,0,25,0.390243902,0.333333333,0
20180324,LG,NC,T,32,30,2,2,7,1,2,0,1,1,9,1,10,0.25,0.233333333,0
20180324,NC,LG,B,35,30,4,4,9,1,2,1,1,4,9,0,13,0.371428571,0.3,1
20180324,LT,SK,T,39,33,3,5,7,0,4,0,0,6,12,0,14,0.333333333,0.212121212,0
20180324,SK,LT,B,40,32,6,6,8,1,4,1,1,7,10,0,19,0.375,0.25,1
20180324,SS,OB,T,43,37,6,6,13,0,0,0,0,4,9,0,16,0.428571429,0.351351351,1
20180324,OB,SS,B,32,32,2,3,6,1,0,0,0,0,4,1,6,0.1875,0.1875,0
20180325,HH,NE,T,39,36,4,4,11,1,4,1,0,1,9,1,18,0.358974359,0.305555556,1
20180325,NE,HH,B,33,31,1,1,5,1,0,0,0,1,11,0,10,0.212121212,0.161290323,0
20180325,KT,HT,T,33,33,1,1,7,1,0,0,0,0,8,1,11,0.212121212,0.212121212,0
20180325,HT,KT,B,44,39,14,14,16,4,2,0,1,3,8,0,15,0.454545455,0.41025641,1
20180325,LG,NC,T,35,30,1,1,3,1,0,0,0,4,7,0,14,0.228571429,0.1,0
20180325,NC,LG,B,41,30,5,7,8,0,4,0,2,5,5,2,22,0.414634146,0.266666667,1
20180325,LT,SK,T,33,32,0,0,5,0,0,0,0,1,9,1,10,0.181818182,0.15625,0
20180325,SK,LT,B,36,31,5,5,9,3,2,0,0,5,9,2,14,0.388888889,0.290322581,1
20180325,SS,OB,T,33,31,4,4,6,1,0,1,0,1,4,0,7,0.21875,0.193548387,0
20180325,OB,SS,B,34,28,3,5,8,1,0,0,1,3,4,2,11,0.363636364,0.285714286,1
20180327,HH,NC,T,41,34,6,6,10,2,0,0,0,5,6,2,11,0.414634146,0.294117647,0
20180327,NC,HH,B,38,32,6,9,9,2,0,0,1,3,8,0,16,0.368421053,0.28125,1
20180327,KT,SK,T,36,34,4,5,8,2,2,1,0,2,6,0,6,0.277777778,0.235294118,0
20180327,SK,KT,B,43,39,8,8,14,3,8,0,0,3,9,0,23,0.418604651,0.358974359,1
20180327,LG,NE,T,43,38,4,4,10,0,0,0,0,4,10,0,23,0.333333333,0.263157895,0
20180327,NE,LG,B,45,39,4,5,14,0,0,1,0,3,5,1,23,0.418604651,0.358974359,1
20180327,LT,OB,T,31,29,0,0,3,0,0,0,0,2,11,1,7,0.161290323,0.103448276,0
20180327,OB,LT,B,38,29,5,5,7,0,2,0,1,6,11,1,14,0.394736842,0.24137931,1
20180327,SS,HT,T,34,32,0,0,6,0,0,0,0,2,5,1,14,0.235294118,0.1875,0
20180327,HT,SS,B,46,36,17,17,14,6,2,0,0,9,10,2,15,0.52173913,0.388888889,1
20180328,HH,NC,T,41,37,6,6,10,1,6,0,0,4,5,0,12,0.341463415,0.27027027,1
20180328,NC,HH,B,34,30,2,2,5,0,0,0,0,3,4,2,13,0.264705882,0.166666667,0
20180328,KT,SK,T,45,41,8,8,15,2,4,0,0,4,10,1,20,0.422222222,0.365853659,1
20180328,SK,KT,B,36,35,3,5,9,1,2,0,0,1,6,2,10,0.277777778,0.257142857,0
20180328,LG,NE,T,43,39,9,9,13,2,0,1,0,3,5,0,17,0.380952381,0.333333333,1
20180328,NE,LG,B,37,30,3,3,4,2,0,0,0,6,8,1,21,0.297297297,0.133333333,0
20180328,LT,OB,T,42,36,5,5,10,0,0,0,0,4,9,1,25,0.365853659,0.277777778,0
20180328,OB,LT,B,39,31,6,6,5,1,4,0,0,5,6,0,17,0.315789474,0.161290323,1
20180328,SS,HT,T,41,39,6,6,14,1,4,0,0,2,7,2,21,0.390243902,0.358974359,1
20180328,HT,SS,B,35,32,0,0,5,0,0,0,0,2,5,0,18,0.228571429,0.15625,0
20180329,HH,NC,T,35,33,1,1,6,0,0,0,0,2,4,1,11,0.228571429,0.181818182,0
20180329,NC,HH,B,37,32,4,4,10,1,2,1,1,1,7,1,21,0.378378378,0.3125,1
20180329,KT,SK,T,39,37,7,7,12,4,2,0,0,2,11,1,10,0.358974359,0.324324324,1
20180329,SK,KT,B,34,33,1,1,7,0,0,0,0,1,5,0,14,0.235294118,0.212121212,0
20180329,LG,NE,T,42,35,4,4,11,0,0,0,1,6,6,3,24,0.404761905,0.314285714,0
20180329,NE,LG,B,40,34,8,9,12,3,0,0,0,6,6,2,19,0.45,0.352941176,1
20180329,LT,OB,T,36,32,1,1,4,1,0,0,0,4,8,0,11,0.222222222,0.125,0
20180329,OB,LT,B,34,32,4,4,9,0,2,1,0,2,8,0,14,0.323529412,0.28125,1
20180329,SS,HT,T,34,28,0,0,3,0,2,1,0,6,9,1,16,0.264705882,0.107142857,0
20180329,HT,SS,B,39,33,7,7,13,2,0,1,0,4,7,2,20,0.473684211,0.393939394,1
20180330,HT,LG,T,38,35,3,4,10,0,8,1,0,3,10,1,17,0.342105263,0.285714286,1
20180330,LG,HT,B,40,36,3,3,10,0,2,1,0,3,6,1,24,0.35,0.277777778,0
20180330,NC,LT,T,39,37,7,7,10,1,0,0,0,2,4,1,17,0.307692308,0.27027027,1
20180330,LT,NC,B,34,32,5,5,6,2,0,0,0,2,11,1,7,0.235294118,0.1875,0
20180330,NE,SS,T,62,51,10,10,19,2,4,1,1,6,15,0,29,0.45,0.37254902,1
20180330,SS,NE,B,57,51,8,8,14,3,2,0,0,4,12,0,22,0.339285714,0.274509804,0
20180330,OB,KT,T,43,36,6,6,11,1,6,0,1,5,7,0,22,0.380952381,0.305555556,1
20180330,KT,OB,B,34,33,2,2,7,1,0,0,0,1,6,0,10,0.235294118,0.212121212,0
20180330,SK,HH,T,39,33,7,8,6,2,0,0,0,6,15,0,11,0.307692308,0.181818182,1
20180330,HH,SK,B,36,34,3,4,9,1,0,3,0,2,9,0,19,0.305555556,0.264705882,0
20180331,HT,LG,T,35,31,4,4,6,0,0,0,1,3,4,1,13,0.257142857,0.193548387,0
20180331,LG,HT,B,35,33,6,6,9,2,0,0,1,1,5,0,9,0.285714286,0.272727273,1
20180331,NC,LT,T,45,39,10,10,14,1,0,0,0,5,4,0,15,0.444444444,0.358974359,1
20180331,LT,NC,B,38,30,5,5,9,0,0,1,2,5,4,2,11,0.378378378,0.3,0
20180331,NE,SS,T,41,33,4,4,9,1,0,0,0,4,10,1,20,0.384615385,0.272727273,1
20180331,SS,NE,B,35,32,2,2,7,0,0,0,1,2,8,1,11,0.257142857,0.21875,0
20180331,OB,KT,T,42,38,8,8,13,1,0,0,1,2,9,1,12,0.380952381,0.342105263,0
20180331,KT,OB,B,55,47,17,20,22,3,2,0,0,7,6,0,26,0.537037037,0.468085106,1
20180331,SK,HH,T,45,38,11,12,13,3,0,0,0,5,7,3,18,0.444444444,0.342105263,1
20180331,HH,SK,B,37,33,1,1,8,1,0,0,0,3,10,2,18,0.324324324,0.242424242,0
20180401,HT,LG,T,39,33,5,5,9,2,0,1,0,4,2,1,15,0.368421053,0.272727273,0
20180401,LG,HT,B,40,34,6,6,10,1,0,0,0,5,3,0,13,0.384615385,0.294117647,1
20180401,NC,LT,T,36,33,2,2,7,0,2,0,1,2,6,0,15,0.25,0.212121212,0
20180401,LT,NC,B,36,33,3,3,10,0,0,0,0,3,5,1,15,0.361111111,0.303030303,1
20180401,NE,SS,T,42,35,5,5,9,2,6,1,0,5,6,0,20,0.365853659,0.257142857,0
20180401,SS,NE,B,43,36,5,6,14,1,4,1,1,3,9,0,19,0.452380952,0.388888889,1
20180401,OB,KT,T,40,34,4,4,10,1,2,0,1,3,10,0,19,0.342105263,0.294117647,0
20180401,KT,OB,B,40,34,9,9,13,4,2,1,1,5,7,1,10,0.45,0.382352941,1
20180401,SK,HH,T,49,42,13,13,15,6,2,0,1,6,5,0,20,0.428571429,0.357142857,1
20180401,HH,SK,B,31,31,1,1,4,1,0,0,0,0,10,0,7,0.129032258,0.129032258,0
20180403,HT,SK,T,35,31,3,3,5,2,0,0,1,2,7,0,5,0.228571429,0.161290323,0
20180403,SK,HT,B,43,37,13,13,14,6,0,1,0,3,7,0,11,0.465116279,0.378378378,1
20180403,KT,NE,T,42,38,7,7,11,1,0,0,0,2,9,0,17,0.341463415,0.289473684,1
20180403,NE,KT,B,34,30,0,1,6,0,0,2,0,3,7,1,18,0.294117647,0.2,0
20180403,LG,OB,T,55,44,4,4,16,2,2,1,0,7,11,1,31,0.461538462,0.363636364,0
20180403,OB,LG,B,47,42,5,5,12,1,4,0,0,2,10,0,13,0.333333333,0.285714286,1
20180403,LT,HH,T,48,42,10,11,15,1,0,0,0,5,11,1,21,0.4375,0.357142857,0
20180403,HH,LT,B,46,33,14,17,11,2,4,0,3,8,5,0,12,0.444444444,0.333333333,1
20180403,SS,NC,T,46,40,3,3,11,0,0,0,0,5,12,1,27,0.369565217,0.275,0
20180403,NC,SS,B,35,34,4,4,8,1,0,0,0,1,8,1,10,0.257142857,0.235294118,1
20180404,HT,SK,T,49,44,9,9,19,3,0,1,1,0,4,2,27,0.446808511,0.431818182,1
20180404,SK,HT,B,40,35,5,6,7,1,0,0,0,4,11,1,12,0.282051282,0.2,0
20180404,KT,NE,T,33,32,2,2,5,1,0,0,0,1,6,0,7,0.181818182,0.15625,0
20180404,NE,KT,B,39,36,9,10,12,5,2,0,0,3,8,0,10,0.384615385,0.333333333,1
20180404,LG,OB,T,39,37,3,3,12,0,2,0,0,1,6,1,21,0.342105263,0.324324324,0
20180404,OB,LG,B,40,32,6,6,10,2,6,0,1,6,4,0,18,0.425,0.3125,1
20180404,LT,HH,T,42,37,6,6,12,2,0,1,1,2,8,0,20,0.380952381,0.324324324,0
20180404,HH,LT,B,39,31,5,7,10,0,0,1,0,6,10,3,21,0.461538462,0.322580645,1
20180404,SS,NC,T,36,31,1,1,4,0,0,0,0,4,9,0,15,0.228571429,0.129032258,0
20180404,NC,SS,B,34,31,4,4,9,2,2,0,0,3,8,1,13,0.352941176,0.290322581,1
20180405,KT,NE,T,37,34,3,3,6,1,0,0,0,2,8,0,10,0.222222222,0.176470588,0
20180405,NE,KT,B,40,33,4,4,7,1,0,0,1,5,9,0,8,0.307692308,0.212121212,1
20180405,SS,NC,T,39,37,3,4,13,0,2,1,0,1,5,2,24,0.368421053,0.351351351,1
20180405,NC,SS,B,36,35,1,1,7,1,2,0,0,1,11,0,13,0.222222222,0.2,0
20180406,LG,LT,T,50,40,13,14,14,5,0,0,1,8,4,0,20,0.46,0.35,1
20180406,LT,LG,B,38,32,6,6,9,1,0,1,1,2,12,2,12,0.368421053,0.28125,0
20180406,NE,HT,T,39,39,5,5,13,1,2,1,0,0,13,0,16,0.333333333,0.333333333,0
20180406,HT,NE,B,48,40,11,11,16,1,0,0,1,6,9,0,30,0.479166667,0.4,1
20180407,HH,KT,T,36,35,1,2,8,0,2,0,0,1,10,1,19,0.25,0.228571429,0
20180407,KT,HH,B,42,31,9,10,10,0,2,1,0,10,9,2,16,0.5,0.322580645,1
20180407,LG,LT,T,37,32,2,2,9,1,0,1,0,4,11,3,17,0.378378378,0.28125,0
20180407,LT,LG,B,43,33,7,7,13,2,0,1,2,5,5,0,16,0.476190476,0.393939394,1
20180407,NC,OB,T,38,36,3,3,8,1,2,0,0,2,11,0,17,0.263157895,0.222222222,0
20180407,OB,NC,B,41,30,6,6,7,1,4,0,0,8,7,0,21,0.41025641,0.233333333,1
20180407,NE,HT,T,38,35,1,1,10,0,0,0,0,3,6,1,17,0.342105263,0.285714286,0
20180407,HT,NE,B,34,30,5,5,9,1,0,1,0,3,6,2,11,0.363636364,0.3,1
20180407,SS,SK,T,48,44,3,3,9,0,2,0,1,1,12,0,17,0.217391304,0.204545455,0
20180407,SK,SS,B,46,40,4,4,7,2,2,0,0,5,12,1,13,0.266666667,0.175,1
20180408,HH,KT,T,49,41,10,12,14,1,4,1,1,7,12,1,16,0.428571429,0.341463415,1
20180408,KT,HH,B,47,40,8,8,10,2,2,0,0,7,6,0,18,0.361702128,0.25,0
20180408,LG,LT,T,36,30,4,4,7,0,0,1,0,4,6,1,10,0.323529412,0.233333333,1
20180408,LT,LG,B,38,37,2,2,7,1,2,0,0,1,9,1,15,0.210526316,0.189189189,0
20180408,NC,OB,T,43,37,10,10,13,1,2,0,1,3,11,1,17,0.404761905,0.351351351,0
20180408,OB,NC,B,52,38,9,11,14,0,2,0,1,12,9,0,30,0.509803922,0.368421053,1
20180408,NE,HT,T,42,38,3,3,13,1,0,0,1,2,6,0,22,0.365853659,0.342105263,0
20180408,HT,NE,B,31,31,4,4,9,2,0,1,0,0,7,1,8,0.290322581,0.290322581,1
20180408,SS,SK,T,47,38,12,12,11,3,2,0,1,8,6,1,22,0.404255319,0.289473684,1
20180408,SK,SS,B,39,35,4,4,10,0,0,0,0,4,4,1,19,0.358974359,0.285714286,0
20180410,HT,HH,T,34,33,3,3,8,0,0,0,0,1,4,2,10,0.264705882,0.242424242,0
20180410,HH,HT,B,36,30,4,4,7,2,2,0,0,4,8,0,18,0.361111111,0.233333333,1
20180410,KT,NC,T,35,34,5,5,8,2,2,0,0,1,7,1,10,0.257142857,0.235294118,1
20180410,NC,KT,B,36,33,3,4,5,1,4,0,0,2,10,0,12,0.222222222,0.151515152,0
20180410,NE,LT,T,38,29,3,3,6,1,2,1,0,7,11,0,13,0.361111111,0.206896552,0
20180410,LT,NE,B,38,34,4,4,11,2,0,0,0,3,5,0,19,0.394736842,0.323529412,1
20180410,OB,SS,T,42,38,6,8,12,1,2,0,0,1,7,1,15,0.35,0.315789474,1
20180410,SS,OB,B,32,31,1,1,4,1,0,0,0,1,11,0,8,0.15625,0.129032258,0
20180410,SK,LG,T,43,37,4,4,12,1,2,1,1,3,9,1,23,0.395348837,0.324324324,1
20180410,LG,SK,B,36,32,1,1,6,0,2,0,0,3,13,1,20,0.277777778,0.1875,0
20180411,HT,HH,T,37,33,4,4,7,1,2,0,0,3,10,1,19,0.277777778,0.212121212,0
20180411,HH,HT,B,37,31,6,6,11,0,4,1,1,3,3,0,14,0.432432432,0.35483871,1
20180411,KT,NC,T,51,47,11,12,21,2,8,2,0,4,7,2,29,0.490196078,0.446808511,1
20180411,NC,KT,B,34,31,4,4,7,3,2,1,0,1,10,1,8,0.272727273,0.225806452,0
20180411,NE,LT,T,30,29,0,0,2,0,0,0,0,1,11,0,4,0.1,0.0689655172,0
20180411,LT,NE,B,45,38,12,12,17,0,2,0,2,4,7,1,20,0.488888889,0.447368421,1
20180411,OB,SS,T,44,38,7,7,10,1,4,0,0,5,10,1,21,0.363636364,0.263157895,1
20180411,SS,OB,B,43,41,6,6,14,2,0,0,0,0,8,0,19,0.372093023,0.341463415,0
20180411,SK,LG,T,28,26,0,0,3,0,0,1,0,1,6,3,8,0.178571429,0.115384615,0
20180411,LG,SK,B,30,29,2,3,7,2,0,0,0,1,5,2,10,0.266666667,0.24137931,1
20180412,HT,HH,T,37,34,4,4,7,2,2,0,0,3,11,0,12,0.27027027,0.205882353,0
20180412,HH,HT,B,44,40,15,15,17,2,0,0,0,3,7,1,20,0.477272727,0.425,1
20180412,KT,NC,T,43,40,7,7,13,4,4,0,0,2,7,0,16,0.372093023,0.325,1
20180412,NC,KT,B,35,33,2,2,6,1,0,0,0,2,8,2,10,0.228571429,0.181818182,0
20180412,NE,LT,T,40,36,5,5,9,1,0,0,0,4,12,0,17,0.325,0.25,1
20180412,LT,NE,B,39,36,3,3,9,0,0,0,0,3,9,0,22,0.307692308,0.25,0
20180412,OB,SS,T,43,42,9,9,17,6,0,1,0,1,6,1,13,0.418604651,0.404761905,1
20180412,SS,OB,B,38,33,2,3,7,0,0,0,0,3,5,1,14,0.315789474,0.212121212,0
20180412,SK,LG,T,36,33,4,4,7,0,4,0,0,1,10,1,16,0.257142857,0.212121212,0
20180412,LG,SK,B,37,34,3,5,9,0,2,0,0,2,7,1,16,0.324324324,0.264705882,1
20180413,KT,LG,T,36,32,1,1,5,1,2,0,0,4,6,0,17,0.25,0.15625,0
20180413,LG,KT,B,30,27,3,3,3,1,0,1,0,1,6,0,9,0.172413793,0.111111111,1
20180413,LT,HT,T,44,38,8,8,11,1,2,0,0,5,11,0,17,0.372093023,0.289473684,1
20180413,HT,LT,B,36,28,4,4,4,1,4,0,0,3,10,0,11,0.225806452,0.142857143,0
20180413,NC,SK,T,36,35,2,2,7,0,6,0,0,0,11,0,12,0.222222222,0.2,0
20180413,SK,NC,B,38,31,4,4,10,1,2,1,0,5,7,1,17,0.432432432,0.322580645,1
20180413,OB,NE,T,47,38,11,12,12,0,0,0,0,8,4,2,23,0.446808511,0.315789474,1
20180413,NE,OB,B,30,29,0,0,2,0,0,0,0,1,10,0,5,0.1,0.0689655172,0
20180413,SS,HH,T,42,39,4,4,11,0,2,0,1,2,8,0,20,0.30952381,0.282051282,1
20180413,HH,SS,B,35,32,2,2,5,0,0,0,0,3,6,0,13,0.228571429,0.15625,0
20180414,KT,LG,T,33,30,0,0,6,0,0,1,0,3,9,2,15,0.272727273,0.2,0
