≥Ø¬•,∆¿,ªÛ¥Î∆¿,»®∆¿,≈∏ºÆ,≈∏ºˆ,≈∏¡°,µÊ¡°,æ»≈∏,»®∑±,µµ∑Á,µµΩ«,»Ò∫Ò,∫º≥›,ªÔ¡¯,∫¥ªÏ,¿‹∑Á¿≤,√‚∑Á¿≤,≈∏¿≤,Ω¬∆–
20150930,SK,LG,B,39,30,7,8,8,2,6,0,0,6,6,0,15,0.421052632,0.266666667,1
20150930,NC,OB,T,49,39,17,17,15,2,4,0,1,8,7,2,17,0.489795918,0.384615385,1
20150930,OB,NC,B,40,36,4,5,11,1,2,0,0,4,6,2,16,0.375,0.305555556,0
20150930,SS,HH,T,42,35,5,6,11,0,0,0,1,6,4,2,15,0.404761905,0.314285714,0
20150930,HH,SS,B,46,40,17,18,17,2,0,1,0,6,9,0,21,0.5,0.425,1
20151001,HH,NE,T,39,36,3,3,11,0,0,0,0,3,16,0,12,0.358974359,0.305555556,0
20151001,NE,HH,B,33,30,4,4,6,0,0,0,0,3,8,1,14,0.272727273,0.2,1
20151001,NC,LG,T,42,36,6,7,15,0,0,1,2,4,4,3,15,0.452380952,0.416666667,1
20151001,LG,NC,B,37,34,1,2,8,0,0,0,1,1,3,1,15,0.27027027,0.235294118,0
20151001,OB,SK,T,37,31,2,2,7,1,2,0,0,6,7,1,12,0.351351351,0.225806452,1
20151001,SK,OB,B,38,32,1,1,6,0,0,0,0,5,6,0,15,0.315789474,0.1875,0
20151002,HH,LG,T,45,35,5,6,7,0,4,0,0,7,10,1,24,0.348837209,0.2,1
20151002,LG,HH,B,36,36,3,3,11,1,2,1,0,0,6,1,15,0.305555556,0.305555556,0
20151002,KT,SS,T,39,35,4,4,8,1,2,1,1,2,12,1,12,0.282051282,0.228571429,0
20151002,SS,KT,B,45,34,4,5,13,0,2,0,1,5,7,2,21,0.463414634,0.382352941,1
20151002,LT,NE,T,40,37,6,6,10,2,0,0,0,3,8,0,19,0.325,0.27027027,0
20151002,NE,LT,B,38,34,10,10,13,4,4,1,0,3,3,0,13,0.447368421,0.382352941,1
20151002,NC,SK,T,46,39,9,9,13,1,2,0,1,4,7,0,27,0.4,0.333333333,1
20151002,SK,NC,B,36,32,2,2,7,1,2,0,0,3,10,2,15,0.305555556,0.21875,0
20151002,OB,HT,T,32,24,1,1,2,0,0,1,1,6,7,2,10,0.258064516,0.0833333333,0
20151002,HT,OB,B,35,28,2,2,5,0,4,1,1,5,15,0,15,0.314285714,0.178571429,1
20151003,HH,KT,T,35,32,1,1,8,0,0,0,0,1,7,1,11,0.294117647,0.25,0
20151003,KT,HH,B,33,27,4,4,5,2,2,0,0,5,1,0,9,0.3125,0.185185185,1
20151003,LT,LG,T,32,32,2,2,8,1,2,0,0,0,5,2,9,0.25,0.25,0
20151003,LG,LT,B,34,31,5,5,8,0,0,0,0,2,5,0,9,0.303030303,0.258064516,1
20151003,NC,SK,T,34,31,3,3,6,0,4,0,1,2,7,2,8,0.235294118,0.193548387,0
20151003,SK,NC,B,38,34,4,4,11,2,0,0,0,3,7,2,19,0.394736842,0.323529412,1
20151003,OB,HT,T,52,43,9,9,15,2,2,0,1,6,5,0,25,0.431372549,0.348837209,1
20151003,HT,OB,B,46,37,6,7,9,1,2,0,0,6,6,1,21,0.363636364,0.243243243,0
20151003,SS,NE,T,39,33,1,1,8,0,2,0,0,5,5,1,19,0.342105263,0.242424242,1
20151003,NE,SS,B,28,28,0,0,1,0,0,0,0,0,12,0,1,0.0357142857,0.0357142857,0
20151004,HT,OB,T,34,33,0,0,6,0,0,0,0,1,7,0,13,0.205882353,0.181818182,0
20151004,OB,HT,B,44,30,9,9,10,1,8,0,1,10,3,0,17,0.5,0.333333333,1
20151004,KT,LT,T,41,37,2,3,11,0,2,0,0,2,7,0,23,0.35,0.297297297,0
20151004,LT,KT,B,36,31,4,6,6,2,0,0,0,4,8,1,20,0.305555556,0.193548387,1
20151005,KT,NC,T,52,50,2,2,14,1,2,0,0,2,12,1,20,0.307692308,0.28,0.5
20151005,NC,KT,B,46,45,2,2,9,1,2,0,0,0,13,0,15,0.217391304,0.2,0.5
20151005,SS,HT,T,46,35,4,6,9,0,4,0,0,7,7,2,32,0.434782609,0.257142857,1
20151005,HT,SS,B,37,34,4,4,8,2,0,0,0,3,9,1,12,0.297297297,0.235294118,0
20151006,LG,HT,T,43,36,4,4,16,0,2,2,2,3,4,1,21,0.476190476,0.444444444,1
20151006,HT,LG,B,36,34,2,2,8,0,2,1,0,2,11,0,13,0.277777778,0.235294118,0
20160401,HH,LG,T,52,46,4,4,13,0,0,0,0,3,10,1,24,0.326530612,0.282608696,0
20160401,LG,HH,B,47,42,4,5,9,1,4,1,0,4,11,0,15,0.282608696,0.214285714,1
20160401,HT,NC,T,38,34,3,4,8,1,0,0,0,3,10,1,17,0.315789474,0.235294118,0
20160401,NC,HT,B,36,30,5,5,9,2,0,0,0,5,9,1,14,0.4,0.3,1
20160401,KT,SK,T,42,36,7,8,11,2,4,1,1,4,7,0,17,0.380952381,0.305555556,1
20160401,SK,KT,B,36,36,4,4,10,1,0,0,0,0,7,1,9,0.277777778,0.277777778,0
20160401,LT,NE,T,39,37,1,2,11,0,2,0,0,2,6,2,30,0.333333333,0.297297297,1
20160401,NE,LT,B,36,30,1,1,6,0,0,2,1,5,6,0,14,0.305555556,0.2,0
20160401,OB,SS,T,37,31,4,5,8,2,4,1,1,3,3,1,15,0.333333333,0.258064516,1
20160401,SS,OB,B,35,32,1,1,8,0,2,1,0,2,6,2,11,0.314285714,0.25,0
20160402,HH,LG,T,50,43,7,7,13,0,0,1,0,3,9,0,22,0.375,0.302325581,0
20160402,LG,HH,B,49,40,8,8,12,1,2,2,0,8,9,0,18,0.428571429,0.3,1
20160402,HT,NC,T,39,33,4,4,8,1,2,1,0,5,8,0,11,0.342105263,0.242424242,1
20160402,NC,HT,B,36,33,3,3,7,1,2,0,0,2,5,1,12,0.277777778,0.212121212,0
20160402,KT,SK,T,41,34,3,3,8,0,0,2,0,6,3,2,13,0.35,0.235294118,0
20160402,SK,KT,B,44,37,4,4,10,1,4,0,0,6,6,1,17,0.386363636,0.27027027,1
20160402,LT,NE,T,39,34,3,3,8,0,4,1,0,5,9,0,20,0.333333333,0.235294118,0
20160402,NE,LT,B,35,30,5,5,9,0,2,1,0,4,6,1,11,0.4,0.3,1
20160402,OB,SS,T,42,38,6,6,12,1,2,0,0,4,6,1,22,0.380952381,0.315789474,0
20160402,SS,OB,B,41,36,10,10,16,2,2,1,0,2,7,1,12,0.487179487,0.444444444,1
20160403,KT,SK,T,40,33,5,5,7,1,0,1,0,6,9,0,15,0.35,0.212121212,1
20160403,SK,KT,B,38,32,4,4,8,0,2,1,1,3,4,0,17,0.342105263,0.25,0
20160403,LT,NE,T,43,38,5,5,12,0,0,0,1,4,5,1,21,0.372093023,0.315789474,0
20160403,NE,LT,B,42,34,6,6,11,0,6,0,0,7,7,0,17,0.43902439,0.323529412,1
20160405,LG,HT,T,35,34,1,1,7,0,2,0,0,1,9,0,15,0.228571429,0.205882353,0
20160405,HT,LG,B,31,28,4,4,6,1,0,0,0,3,10,2,10,0.290322581,0.214285714,1
20160405,NC,OB,T,37,31,2,2,5,0,0,0,0,5,9,1,17,0.297297297,0.161290323,0
20160405,OB,NC,B,39,28,5,6,6,0,4,1,0,7,5,0,18,0.435897436,0.214285714,1
20160405,NE,HH,T,40,32,4,5,7,1,4,2,0,7,11,1,21,0.375,0.21875,0
20160405,HH,NE,B,41,35,8,9,13,0,2,0,1,4,1,1,16,0.43902439,0.371428571,1
20160405,SK,LT,T,35,30,1,1,4,0,2,0,1,2,12,0,14,0.228571429,0.133333333,0
20160405,LT,SK,B,34,30,2,2,5,0,0,0,0,3,7,0,21,0.264705882,0.166666667,1
20160405,SS,KT,T,45,38,3,3,10,0,0,0,0,6,6,1,27,0.377777778,0.263157895,0
20160405,KT,SS,B,42,32,8,8,11,1,4,0,2,8,6,1,20,0.452380952,0.34375,1
20160406,NC,OB,T,29,28,0,0,2,0,0,0,0,1,12,1,5,0.103448276,0.0714285714,0
20160406,OB,NC,B,32,30,2,2,5,1,0,0,0,1,8,0,16,0.21875,0.166666667,1
20160406,NE,HH,T,40,32,5,6,6,0,0,0,0,7,12,0,10,0.35,0.1875,1
20160406,HH,NE,B,36,35,4,4,11,2,2,0,0,0,5,1,13,0.314285714,0.314285714,0
20160406,SK,LT,T,21,16,1,1,1,0,0,0,0,4,2,1,14,0.285714286,0.0625,0
20160406,LT,SK,B,31,27,11,11,14,3,2,1,0,2,2,0,9,0.566666667,0.518518519,1
20160406,SS,KT,T,47,41,7,11,14,0,4,0,0,5,3,1,19,0.413043478,0.341463415,1
20160406,KT,SS,B,38,36,6,6,7,3,0,0,0,2,6,0,12,0.236842105,0.194444444,0
20160407,LG,HT,T,43,38,8,8,11,2,4,0,0,4,9,0,19,0.372093023,0.289473684,1
20160407,HT,LG,B,37,34,4,4,9,0,2,1,0,2,6,1,12,0.324324324,0.264705882,0
20160407,NC,OB,T,43,41,8,8,15,0,0,1,0,2,4,0,17,0.395348837,0.365853659,1
20160407,OB,NC,B,40,36,2,2,10,0,0,0,0,2,9,1,19,0.35,0.277777778,0
20160407,NE,HH,T,37,33,7,7,7,2,2,0,0,4,4,1,9,0.297297297,0.212121212,1
20160407,HH,NE,B,40,39,3,3,12,2,0,0,0,0,10,0,19,0.325,0.307692308,0
20160407,SK,LT,T,42,36,8,8,12,3,4,1,2,3,5,0,12,0.380952381,0.333333333,1
20160407,LT,SK,B,33,31,3,3,5,1,0,0,1,1,8,0,5,0.181818182,0.161290323,0
20160407,SS,KT,T,40,35,3,3,9,1,6,0,0,4,4,0,25,0.333333333,0.257142857,1
20160407,KT,SS,B,34,30,1,1,4,0,0,1,0,4,9,0,12,0.235294118,0.133333333,0
20160408,HH,NC,T,39,31,4,4,5,1,0,0,0,6,9,1,12,0.333333333,0.161290323,0
20160408,NC,HH,B,38,30,4,5,9,1,6,1,0,7,6,2,21,0.432432432,0.3,1
20160408,HT,KT,T,32,28,0,0,3,0,2,0,0,4,7,2,10,0.21875,0.107142857,0
20160408,KT,HT,B,33,31,3,4,8,0,2,0,0,1,3,3,17,0.28125,0.258064516,1
20160408,LG,SK,T,36,33,2,2,4,1,0,0,0,2,4,1,11,0.194444444,0.121212121,0
20160408,SK,LG,B,41,36,1,3,8,0,0,0,1,4,4,0,20,0.292682927,0.222222222,1
20160408,NE,OB,T,36,32,4,4,9,1,4,2,0,4,12,1,13,0.361111111,0.28125,0
20160408,OB,NE,B,40,29,6,6,8,1,4,2,1,8,7,0,17,0.435897436,0.275862069,1
20160408,SS,LT,T,42,35,7,7,10,3,0,0,0,5,8,1,16,0.390243902,0.285714286,1
20160408,LT,SS,B,36,34,3,3,10,1,2,0,0,2,9,2,12,0.333333333,0.294117647,0
20160409,HH,NC,T,32,29,1,1,7,0,0,1,0,2,8,3,8,0.290322581,0.24137931,0
20160409,NC,HH,B,41,36,10,10,13,2,0,0,1,3,4,0,15,0.414634146,0.361111111,1
20160409,HT,KT,T,41,36,5,6,9,0,6,0,1,3,9,0,15,0.317073171,0.25,1
20160409,KT,HT,B,38,35,3,3,11,0,4,0,0,2,7,1,11,0.351351351,0.314285714,0
20160409,LG,SK,T,38,32,3,3,8,1,0,0,0,6,5,3,21,0.368421053,0.25,0
20160409,SK,LG,B,32,27,4,4,5,3,0,1,0,5,7,1,9,0.3125,0.185185185,1
20160409,NE,OB,T,57,49,8,9,16,0,4,1,0,6,9,1,27,0.410714286,0.326530612,0.5
20160409,OB,NE,B,49,46,8,9,13,2,0,1,0,3,11,2,12,0.326530612,0.282608696,0.5
20160409,SS,LT,T,42,36,4,4,11,1,2,2,0,6,9,1,22,0.404761905,0.305555556,0
20160409,LT,SS,B,41,37,7,7,15,1,2,0,0,4,6,2,23,0.463414634,0.405405405,1
20160410,HH,NC,T,38,29,2,2,6,0,0,0,0,4,12,0,16,0.323529412,0.206896552,1
20160410,NC,HH,B,34,29,1,1,2,0,4,0,0,3,9,0,8,0.181818182,0.0689655172,0
20160410,HT,KT,T,43,38,6,6,14,1,0,1,0,5,6,2,22,0.441860465,0.368421053,0
20160410,KT,HT,B,44,37,9,9,11,2,2,0,0,5,10,1,31,0.409090909,0.297297297,1
20160410,LG,SK,T,38,37,5,6,10,2,2,1,0,1,6,0,9,0.289473684,0.27027027,0
20160410,SK,LG,B,37,33,7,7,9,2,0,0,0,2,5,1,11,0.351351351,0.272727273,1
20160410,NE,OB,T,41,32,5,5,8,0,0,0,2,5,10,0,9,0.35,0.25,1
20160410,OB,NE,B,39,35,4,4,10,0,0,0,0,3,4,0,13,0.342105263,0.285714286,0
20160410,SS,LT,T,40,31,1,1,6,0,2,0,0,8,9,1,24,0.358974359,0.193548387,0
20160410,LT,SS,B,37,33,4,5,11,1,4,2,0,4,6,1,17,0.405405405,0.333333333,1
20160412,HT,SK,T,44,37,7,7,10,4,0,0,0,6,9,0,21,0.386363636,0.27027027,1
20160412,SK,HT,B,40,33,6,6,7,2,6,1,1,4,11,0,12,0.325,0.212121212,0
20160412,KT,NE,T,35,33,2,2,7,2,2,1,0,1,6,0,11,0.257142857,0.212121212,0
20160412,NE,KT,B,35,33,4,5,11,1,0,0,0,2,5,0,8,0.371428571,0.333333333,1
20160412,LT,LG,T,46,44,10,11,16,1,0,1,0,2,10,0,9,0.391304348,0.363636364,0
20160412,LG,LT,B,55,41,12,12,17,0,2,1,2,11,10,1,25,0.518518519,0.414634146,1
20160412,NC,SS,T,39,37,5,5,10,3,0,0,1,1,4,0,16,0.282051282,0.27027027,0
20160412,SS,NC,B,47,42,13,16,18,2,0,0,1,2,8,1,17,0.468085106,0.428571429,1
20160412,OB,HH,T,45,33,7,8,9,2,0,0,1,9,7,1,22,0.431818182,0.272727273,1
20160412,HH,OB,B,37,34,1,2,9,0,0,0,0,2,7,3,22,0.324324324,0.264705882,0
20160413,HT,SK,T,33,30,0,0,6,0,0,1,0,2,10,2,11,0.272727273,0.2,0
20160413,SK,HT,B,34,29,2,2,7,1,4,0,0,4,8,1,16,0.333333333,0.24137931,1
20160413,KT,NE,T,48,42,7,7,13,1,4,1,0,5,11,0,16,0.382978723,0.30952381,1
20160413,NE,KT,B,50,45,6,6,13,1,8,1,0,4,10,0,17,0.36,0.288888889,0
20160413,LT,LG,T,36,31,3,3,8,1,0,0,0,3,8,3,17,0.342857143,0.258064516,0
20160413,LG,LT,B,38,32,5,5,9,1,2,0,0,6,11,0,16,0.394736842,0.28125,1
20160413,NC,SS,T,39,32,7,7,10,0,2,1,1,4,5,1,12,0.394736842,0.3125,1
20160413,SS,NC,B,33,30,2,2,5,0,2,0,0,2,6,1,9,0.21875,0.166666667,0
20160413,OB,HH,T,46,40,6,7,15,1,0,1,1,4,6,0,24,0.434782609,0.375,1
20160413,HH,OB,B,43,40,3,3,15,0,2,0,0,3,12,1,29,0.418604651,0.375,0
20160414,HT,SK,T,42,35,6,6,10,1,0,0,0,6,11,0,22,0.390243902,0.285714286,0
20160414,SK,HT,B,41,37,7,7,14,0,2,1,0,4,8,1,15,0.43902439,0.378378378,1
20160414,KT,NE,T,40,36,5,5,10,2,2,1,0,3,7,0,18,0.333333333,0.277777778,1
20160414,NE,KT,B,35,30,3,4,7,2,2,0,0,2,9,2,13,0.342857143,0.233333333,0
20160414,LT,LG,T,46,41,9,9,15,1,0,0,1,4,8,0,20,0.413043478,0.365853659,1
20160414,LG,LT,B,35,35,0,0,8,0,0,0,0,0,10,0,12,0.228571429,0.228571429,0
20160414,NC,SS,T,39,34,5,5,8,2,4,0,0,4,16,1,9,0.333333333,0.235294118,0
20160414,SS,NC,B,37,33,5,7,11,0,6,0,1,2,4,2,12,0.378378378,0.333333333,1
20160414,OB,HH,T,48,41,15,17,14,4,0,0,0,6,7,1,16,0.4375,0.341463415,1
20160414,HH,OB,B,32,31,1,2,5,0,0,0,0,0,10,2,9,0.1875,0.161290323,0
20160415,LG,HH,T,55,44,16,18,19,4,4,0,0,10,7,2,27,0.537037037,0.431818182,1
20160415,HH,LG,B,35,33,1,2,9,0,0,0,0,2,4,4,21,0.314285714,0.272727273,0
20160415,LT,NC,T,33,31,0,0,4,0,0,1,0,2,13,0,14,0.181818182,0.129032258,0
20160415,NC,LT,B,36,32,3,3,9,0,4,0,0,4,10,1,16,0.361111111,0.28125,1
20160415,NE,HT,T,41,34,5,6,10,0,2,2,1,5,6,0,15,0.390243902,0.294117647,0
20160415,HT,NE,B,44,36,10,11,13,1,6,0,0,7,4,2,21,0.465116279,0.361111111,1
20160415,SK,KT,T,41,31,7,7,9,2,2,1,0,6,9,2,15,0.421052632,0.290322581,1
20160415,KT,SK,B,36,33,3,3,7,0,0,0,0,2,8,1,13,0.277777778,0.212121212,0
20160415,SS,OB,T,37,35,2,2,6,0,0,0,0,2,5,1,18,0.216216216,0.171428571,0
20160415,OB,SS,B,41,34,6,7,11,0,0,0,1,6,5,1,22,0.414634146,0.323529412,1
20160417,LG,HH,T,40,33,6,6,10,2,2,2,0,6,11,0,16,0.41025641,0.303030303,1
20160417,HH,LG,B,43,34,4,4,7,0,2,0,0,8,11,2,29,0.372093023,0.205882353,0
20160417,LT,NC,T,43,37,8,8,12,2,2,0,1,4,7,1,18,0.395348837,0.324324324,1
20160417,NC,LT,B,41,37,5,5,13,1,0,1,0,4,5,2,20,0.414634146,0.351351351,0
20160417,NE,HT,T,33,32,2,2,9,0,0,2,0,0,3,3,14,0.303030303,0.28125,1
20160417,HT,NE,B,35,34,1,1,11,1,0,1,0,0,5,0,14,0.323529412,0.323529412,0
20160417,SK,KT,T,51,42,9,10,11,1,0,0,0,6,7,2,17,0.367346939,0.261904762,1
20160417,KT,SK,B,47,37,5,6,9,0,2,0,3,6,8,1,14,0.326086957,0.243243243,0
20160417,SS,OB,T,34,28,2,2,3,0,2,0,2,4,5,1,11,0.205882353,0.107142857,0
20160417,OB,SS,B,38,33,6,6,12,0,4,0,1,3,7,2,18,0.405405405,0.363636364,1
20160419,HH,LT,T,44,38,3,3,8,1,0,0,0,6,11,0,15,0.318181818,0.210526316,0
20160419,LT,HH,B,42,29,3,4,5,0,0,1,1,8,8,0,17,0.358974359,0.172413793,1
20160419,NC,LG,T,43,36,7,8,12,1,0,1,1,4,6,0,15,0.418604651,0.333333333,1
20160419,LG,NC,B,31,27,1,1,1,0,0,0,1,2,8,0,5,0.1,0.037037037,0
20160419,NE,SK,T,38,34,3,3,10,1,0,1,0,4,8,1,16,0.368421053,0.294117647,1
20160419,SK,NE,B,36,34,1,1,7,1,2,0,0,2,9,0,15,0.25,0.205882353,0
20160419,OB,KT,T,35,32,3,3,7,0,0,1,0,3,7,1,12,0.285714286,0.21875,1
20160419,KT,OB,B,39,33,2,2,10,1,0,0,0,5,4,3,22,0.394736842,0.303030303,0
20160419,SS,HT,T,39,36,2,2,10,1,0,1,0,3,7,1,21,0.333333333,0.277777778,0
20160419,HT,SS,B,37,34,7,7,11,2,0,0,0,2,5,1,13,0.378378378,0.323529412,1
20160420,HH,LT,T,38,36,4,4,10,1,0,0,0,2,3,1,14,0.315789474,0.277777778,0
20160420,LT,HH,B,48,38,10,10,17,1,10,0,2,7,6,2,26,0.520833333,0.447368421,1
20160420,NC,LG,T,36,33,3,3,11,0,0,1,1,2,6,3,17,0.361111111,0.333333333,0
20160420,LG,NC,B,34,31,6,6,6,2,0,0,0,1,5,0,8,0.264705882,0.193548387,1
20160420,NE,SK,T,35,33,1,1,8,1,0,0,0,2,9,2,14,0.285714286,0.242424242,0
20160420,SK,NE,B,38,36,7,9,13,1,0,0,0,2,2,1,15,0.394736842,0.361111111,1
20160420,OB,KT,T,47,40,12,13,16,2,0,0,1,4,10,1,17,0.456521739,0.4,1
20160420,KT,OB,B,40,35,4,4,8,2,8,0,0,4,13,0,18,0.325,0.228571429,0
20160420,SS,HT,T,41,34,1,2,9,0,0,2,0,5,5,1,19,0.358974359,0.264705882,1
20160420,HT,SS,B,38,34,1,1,7,0,4,1,0,4,6,2,17,0.289473684,0.205882353,0
20160421,HH,LT,T,46,33,9,9,13,0,4,2,1,8,10,0,22,0.5,0.393939394,1
20160421,LT,HH,B,38,33,4,5,9,0,6,1,1,4,9,1,18,0.342105263,0.272727273,0
20160421,NC,LG,T,46,38,7,8,14,0,0,0,0,5,6,0,19,0.454545455,0.368421053,1
20160421,LG,NC,B,45,39,5,5,12,3,0,0,0,4,11,0,26,0.4,0.307692308,0
20160421,NE,SK,T,37,33,2,2,6,1,2,1,0,3,11,0,17,0.27027027,0.181818182,0
20160421,SK,NE,B,31,27,2,3,6,1,4,3,0,3,5,0,11,0.322580645,0.222222222,1
20160421,OB,KT,T,38,34,3,3,9,1,0,0,0,4,7,1,14,0.342105263,0.264705882,0
20160421,KT,OB,B,41,35,8,8,14,2,2,0,0,5,3,1,13,0.475,0.4,1
20160421,SS,HT,T,45,41,8,8,15,1,0,1,0,4,7,1,26,0.422222222,0.365853659,1
20160421,HT,SS,B,36,34,1,1,7,0,0,0,0,1,8,0,15,0.25,0.205882353,0
20160422,HH,OB,T,38,33,2,2,7,1,0,0,0,4,6,0,17,0.297297297,0.212121212,0
20160422,OB,HH,B,38,34,8,8,13,1,2,0,0,2,4,0,9,0.432432432,0.382352941,1
20160422,HT,LT,T,39,36,5,5,10,2,0,0,0,2,10,0,14,0.333333333,0.277777778,0
20160422,LT,HT,B,37,33,6,7,13,0,2,0,1,2,3,0,12,0.416666667,0.393939394,1
20160422,KT,SS,T,48,41,13,13,16,2,0,0,1,6,5,1,14,0.458333333,0.390243902,1
20160422,SS,KT,B,36,34,3,3,9,1,0,0,0,1,2,1,11,0.285714286,0.264705882,0
20160422,LG,NE,T,33,31,2,2,5,1,0,0,0,1,6,1,7,0.212121212,0.161290323,0
20160422,NE,LG,B,42,35,9,10,14,2,0,0,1,4,6,2,21,0.463414634,0.4,1
20160422,NC,SK,T,51,36,5,6,8,1,0,1,1,10,8,1,28,0.382978723,0.222222222,1
20160422,SK,NC,B,43,39,5,5,9,1,0,0,0,2,8,1,11,0.285714286,0.230769231,0
20160423,HH,OB,T,34,33,2,2,6,1,0,0,0,1,9,0,9,0.205882353,0.181818182,0
20160423,OB,HH,B,34,29,3,3,7,1,4,1,0,4,5,1,14,0.352941176,0.24137931,1
20160423,HT,LT,T,51,48,16,16,21,3,0,0,0,3,7,0,20,0.470588235,0.4375,1
20160423,LT,HT,B,50,40,10,10,14,2,4,1,0,9,7,1,32,0.48,0.35,0
20160423,KT,SS,T,42,38,10,11,12,1,4,0,0,4,5,1,10,0.380952381,0.315789474,1
20160423,SS,KT,B,42,32,5,6,7,0,0,0,1,6,3,1,17,0.380952381,0.21875,0
20160423,LG,NE,T,39,36,1,2,8,0,0,0,1,2,8,0,21,0.256410256,0.222222222,0
20160423,NE,LG,B,49,40,14,14,18,2,0,0,2,7,11,0,25,0.510204082,0.45,1
20160423,NC,SK,T,32,31,2,2,6,1,0,1,0,1,7,0,6,0.21875,0.193548387,0
20160423,SK,NC,B,43,37,7,8,13,0,0,1,1,3,7,1,29,0.418604651,0.351351351,1
20160424,HH,OB,T,35,31,1,1,4,1,0,0,0,2,9,0,10,0.228571429,0.129032258,0
20160424,OB,HH,B,38,28,3,5,5,0,0,1,0,9,6,2,21,0.378378378,0.178571429,1
20160424,HT,LT,T,48,42,11,11,15,2,6,0,1,4,5,0,20,0.416666667,0.357142857,1
20160424,LT,HT,B,38,36,4,4,8,3,0,0,0,2,10,0,14,0.263157895,0.222222222,0
20160424,KT,SS,T,32,30,0,0,6,0,0,2,0,2,6,1,12,0.25,0.2,0
20160424,SS,KT,B,37,33,6,6,10,1,0,0,0,1,3,0,19,0.342857143,0.303030303,1
20160424,LG,NE,T,37,34,5,5,10,1,2,2,1,1,8,0,11,0.324324324,0.294117647,1
20160424,NE,LG,B,39,36,3,3,11,0,4,0,0,1,6,0,18,0.324324324,0.305555556,0
20160424,NC,SK,T,33,30,2,2,5,2,0,0,0,1,6,1,6,0.21875,0.166666667,0
20160424,SK,NC,B,33,31,3,3,9,1,2,0,0,0,7,0,10,0.290322581,0.290322581,1
20160426,HT,HH,T,37,31,2,2,7,0,2,1,0,4,11,0,17,0.333333333,0.225806452,0
20160426,HH,HT,B,36,27,3,4,6,1,0,0,0,7,5,1,17,0.382352941,0.222222222,1
20160426,LG,SS,T,37,32,2,2,7,0,4,1,0,4,8,0,16,0.305555556,0.21875,1
20160426,SS,LG,B,29,28,0,0,2,0,0,0,0,1,7,1,6,0.103448276,0.0714285714,0
20160426,LT,KT,T,35,30,1,1,5,0,2,0,0,3,8,0,14,0.242424242,0.166666667,0
20160426,KT,LT,B,30,28,2,2,7,1,0,0,0,1,4,2,9,0.275862069,0.25,1
20160426,NE,NC,T,39,34,3,3,9,0,0,0,0,3,10,1,18,0.358974359,0.264705882,0
20160426,NC,NE,B,35,32,3,4,11,0,0,0,0,3,3,1,16,0.4,0.34375,1
20160426,SK,OB,T,42,38,3,3,13,0,0,0,0,3,6,1,24,0.390243902,0.342105263,0
20160426,OB,SK,B,34,29,3,4,7,1,2,0,0,2,6,2,20,0.352941176,0.24137931,1
20160427,LT,KT,T,40,36,4,4,10,0,0,1,0,4,6,0,19,0.35,0.277777778,1
20160427,KT,LT,B,32,29,0,0,3,0,0,1,0,3,6,1,11,0.1875,0.103448276,0
20160427,SK,OB,T,34,32,3,3,6,1,2,0,1,1,8,0,7,0.205882353,0.1875,1
20160427,OB,SK,B,38,35,1,1,9,0,0,0,0,1,5,1,23,0.315789474,0.257142857,0
20160428,HT,HH,T,45,40,2,2,7,1,0,1,0,4,13,0,18,0.266666667,0.175,0
20160428,HH,HT,B,46,38,3,3,9,0,4,0,1,5,7,0,16,0.318181818,0.236842105,1
20160428,LG,SS,T,41,36,7,7,11,3,0,1,0,4,11,0,12,0.390243902,0.305555556,0
20160428,SS,LG,B,41,31,7,9,7,1,4,0,0,9,9,0,23,0.4,0.225806452,1
20160428,LT,KT,T,41,36,8,8,12,4,2,1,0,4,5,1,11,0.414634146,0.333333333,1
20160428,KT,LT,B,33,31,3,3,8,1,0,0,0,1,7,2,11,0.303030303,0.258064516,0
20160428,NE,NC,T,38,37,4,4,9,1,2,0,0,1,7,0,16,0.263157895,0.243243243,1
20160428,NC,NE,B,36,34,2,2,8,0,2,1,0,1,11,0,14,0.277777778,0.235294118,0
20160428,SK,OB,T,37,31,1,1,8,0,4,1,0,3,6,2,17,0.361111111,0.258064516,0
20160428,OB,SK,B,35,30,4,4,9,1,2,0,0,0,1,2,11,0.363636364,0.3,1
20160429,KT,LG,T,36,28,3,3,7,0,2,1,1,5,5,1,10,0.371428571,0.25,0
20160429,LG,KT,B,42,35,4,4,10,1,0,0,0,6,8,0,23,0.390243902,0.285714286,1
20160429,NC,LT,T,43,33,5,6,9,2,0,1,0,8,8,1,17,0.428571429,0.272727273,1
20160429,LT,NC,B,35,30,3,3,7,1,2,1,0,4,7,1,11,0.342857143,0.233333333,0
20160429,OB,HT,T,40,30,1,1,5,0,0,0,1,8,5,0,20,0.333333333,0.166666667,0
20160429,HT,OB,B,37,30,4,4,7,0,0,1,2,5,9,0,18,0.324324324,0.233333333,1
20160429,SK,NE,T,37,33,4,4,10,0,0,0,2,1,5,0,13,0.305555556,0.303030303,1
20160429,NE,SK,B,36,34,2,3,7,0,2,0,0,2,7,1,16,0.25,0.205882353,0
20160429,SS,HH,T,38,33,5,5,9,2,2,1,0,4,8,2,12,0.368421053,0.272727273,0
20160429,HH,SS,B,41,38,10,10,15,3,0,0,0,2,6,1,14,0.43902439,0.394736842,1
20160430,KT,LG,T,36,34,3,3,9,0,0,0,0,2,6,0,14,0.305555556,0.264705882,1
